area,location,number_rooms,price_per_meter,url
"36,28 m²","Wrocław, Śródmieście",2 pokoje,15 987 zł/m²,https://www.otodom.pl/oferta/okolice-dmowskiego-balkon-garaz-wysoki-standard-ID44R6H.html#849988d2c0
"50,81 m²","Wrocław, Krzyki, Klecina",2 pokoje,8 800 zł/m²,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-z-balkonem-ID44R6E.html#849988d2c0
"51,50 m²","Wrocław, Śródmieście",2 pokoje,11 289 zł/m²,https://www.otodom.pl/oferta/jednosci-narodowej-widok-na-odre-ID44R6o.html#849988d2c0
125 m²,"Wrocław, dolnośląskie",4 pokoje,5 264 zł/m²,https://www.otodom.pl/oferta/lux-125m-4pok-bielany-wroclawskie-ID44R6a.html#849988d2c0
84 m²,"Wrocław, dolnośląskie",3 pokoje,6 512 zł/m²,https://www.otodom.pl/oferta/3-pokoje-84-m2-rozklad-krzyki-ID44R68.html#849988d2c0
36 m²,"Wrocław, dolnośląskie",2 pokoje,9 028 zł/m²,https://www.otodom.pl/oferta/2-pokoje-balkon-piwnica-ul-kasztelanska-36m-ID449sA.html#849988d2c0
"53,35 m²","Wrocław, Krzyki, Klecina",3 pokoje,8 300 zł/m²,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-na-zielonych-krzykach-ID44R4a.html#849988d2c0
"54,50 m²","Wrocław, Psie Pole, Różanka",3 pokoje,7 872 zł/m²,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-54m2-wroclaw-karlowice-rozanka-ID44R49.html#849988d2c0
76 m²,"Wrocław, Psie Pole, Lipa Piotrowska",4 pokoje,9 191 zł/m²,https://www.otodom.pl/oferta/piekne-nowe-4-pokoje-lipa-piotrowska-bez-pcc-ID44R48.html#849988d2c0
"79,01 m²","Wrocław, dolnośląskie",3 pokoje,12 150 zł/m²,https://www.otodom.pl/oferta/piekne-mieszkanie-willowe-na-oporowie-ogrod-500m2-ID44R43.html#849988d2c0
"86,74 m²","Wrocław, Psie Pole",4 pokoje,6 790 zł/m²,https://www.otodom.pl/oferta/3-duze-pok-w-wysokim-standardzie-psie-pole-ID44R41.html#849988d2c0
"77,27 m²","Wrocław, Fabryczna, Żerniki",3 pokoje,11 000 zł/m²,https://www.otodom.pl/oferta/luksusowy-apartament-zerniki-ogrodek-ID44R3S.html#849988d2c0
89 m²,"Wrocław, Stare Miasto",3 pokoje,6 169 zł/m²,https://www.otodom.pl/oferta/piekne-wysokie-z-klimatem-ID43nxB.html#849988d2c0
"63,70 m²","Wrocław, Stare Miasto, Szczepin",3 pokoje,10 989 zł/m²,https://www.otodom.pl/oferta/okolice-legnickiej-duzy-taras-3-pokoje-64m2-ID44R3K.html#849988d2c0
70 m²,"Wrocław, Śródmieście",3 pokoje,9 286 zł/m²,https://www.otodom.pl/oferta/wroclaw-ul-lompy-3-pokoje-garaz-komorka-ID44R3u.html#849988d2c0
146 m²,"Wrocław, Krzyki, Jagodno",5 pokoi,4 932 zł/m²,https://www.otodom.pl/oferta/mieszkanie-146-m-wroclaw-ID44R33.html#849988d2c0
"71,87 m²","Wrocław, Krzyki, Jagodno",3 pokoje,7 653 zł/m²,https://www.otodom.pl/oferta/nowe-pieknie-urzadzone-z-ogrodkiem-ID44R2U.html#849988d2c0
"63,60 m²","Wrocław, Fabryczna, Żerniki",3 pokoje,8 545 zł/m²,https://www.otodom.pl/oferta/gotowe-w-wakacje-3-pok-ogrodek-zerniki-ID44QDp.html#cccf9d9729
"93,21 m²","Wrocław, Fabryczna, Żerniki",4 pokoje,11 372 zł/m²,https://www.otodom.pl/oferta/inwestycja-premium-fabryczna-ID43Yyl.html#cccf9d9729
88 m²,"Wrocław, Fabryczna, Muchobór Wielki",4 pokoje,8 750 zł/m²,https://www.otodom.pl/oferta/nowoczesne-mieszkanie-dwupoziomowe-z-ogrodkiem-no-ID43LKp.html#cccf9d9729
150 m²,"Wrocław, Krzyki, Ołtaszyn",6 pokoi,działka 170 m²,https://www.otodom.pl/oferta/dom-w-zabudowie-szeregowej-na-oltaszynie-ID44R2v.html#cccf9d9729
"51,27 m²","Wrocław, Krzyki",2 pokoje,8 172 zł/m²,https://www.otodom.pl/oferta/2-pok-2018-r-duzy-balkon-ID44R2B.html#cccf9d9729
"34,30 m²","Wrocław, Krzyki, Jagodno",2 pokoje,8 450 zł/m²,https://www.otodom.pl/oferta/kawalerka-jagodno-ID44R28.html#cccf9d9729
"57,77 m²","Wrocław, Krzyki",2 pokoje,7 945 zł/m²,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-z-tarasem-ID44R1n.html#cccf9d9729
28 m²,"Wrocław, Krzyki, Borek",2 pokoje,10 679 zł/m²,https://www.otodom.pl/oferta/blisko-centrum-media-miejskie-po-remoncie-ID44R1p.html#cccf9d9729
"81,20 m²","Wrocław, Fabryczna, Stabłowice",4 pokoje,6 835 zł/m²,https://www.otodom.pl/oferta/mieszkanie-z-miejscem-parkingowym-na-stablowicach-ID44R1e.html#cccf9d9729
36 m²,"Wrocław, Śródmieście, Plac Grunwaldzki",2 pokoje,15 250 zł/m²,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-z-tarasem-plac-grunwaldzki-ID44R0C.html#cccf9d9729
"46,04 m²","Wrocław, Krzyki, Borek",2 pokoje,12 500 zł/m²,https://www.otodom.pl/oferta/lux-borek-kameralne-mieszkanie-blisko-parku-ID44R0w.html#cccf9d9729
"27,92 m²","Wrocław, Krzyki, Borek",1 pokój,12 800 zł/m²,https://www.otodom.pl/oferta/krzyki-borek-kameralne-mieszkanie-blisko-parku-ID44R0x.html#cccf9d9729
"53,72 m²","Wrocław, Krzyki, Tarnogaj",3 pokoje,8 700 zł/m²,https://www.otodom.pl/oferta/3-pokojei-tarnogaj-tramwajem-na-grunwald-ID44R0t.html#cccf9d9729
"54,50 m²","Wrocław, Psie Pole, Różanka",3 pokoje,7 872 zł/m²,https://www.otodom.pl/oferta/po-generalnym-remoncie-rozanka-z-balkonem-ID44R0q.html#cccf9d9729
"47,55 m²","Wrocław, Krzyki",3 pokoje,7 100 zł/m²,https://www.otodom.pl/oferta/3pok-idealnie-polozone-zielona-okolica-ID44QZL.html#cccf9d9729
49 m²,"Wrocław, Stare Miasto",3 pokoje,10 082 zł/m²,https://www.otodom.pl/oferta/3-pokojowe-na-starym-miescie-ID44QZJ.html#cccf9d9729
"48,30 m²","Wrocław, Krzyki, Tarnogaj",2 pokoje,7 451 zł/m²,https://www.otodom.pl/oferta/wroclaw-krzyki-tarnogaj-2-pok-48m2-rozkladowe-ID44QiS.html#cccf9d9729
"51,10 m²","Wrocław, Krzyki, Południe",2 pokoje,6 847 zł/m²,https://www.otodom.pl/oferta/wroclaw-krzyki-przedmiescie-olawskie-kosciuszki-ID43Xuy.html#cccf9d9729
"63,07 m²","Wrocław, Śródmieście",3 pokoje,10 978 zł/m²,https://www.otodom.pl/oferta/wyspa-slodowa-balkon-ID44QYR.html#cccf9d9729
"82,75 m²","Wrocław, Krzyki, Tarnogaj",4 pokoje,8 931 zł/m²,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-lub-dla-rodziny-ID44QYE.html#cccf9d9729
"45,50 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,8 769 zł/m²,https://www.otodom.pl/oferta/nowe-mieszkanie-o-wysokim-standardzie-ID44QTZ.html#cccf9d9729
"39,10 m²","Wrocław, Fabryczna, Maślice",2 pokoje,8 760 zł/m²,https://www.otodom.pl/oferta/piekne-2-pokoje-maslice-niski-czynsz-ID44QYb.html#cccf9d9729
"36,78 m²","Wrocław, Krzyki",2 pokoje,7 800 zł/m²,https://www.otodom.pl/oferta/2pokoje-z-intymnym-ogrodem-0-prowizji-rewelacja-ID44QXz.html#cccf9d9729
"49,02 m²","Wrocław, Krzyki, Klecina",2 pokoje,8 900 zł/m²,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-na-zielonych-krzykach-ID44QX7.html#cccf9d9729
67 m²,"Wrocław, Krzyki, Gaj",3 pokoje,6 851 zł/m²,https://www.otodom.pl/oferta/mieszkanie-67-m-wroclaw-ID44MBn.html#cccf9d9729
"38,53 m²","Wrocław, Śródmieście, Centrum",2 pokoje,11 800 zł/m²,https://www.otodom.pl/oferta/2-pokojowe-z-balkonem-na-kepie-mieszczanskiej-ID44K9M.html#cccf9d9729
"83,48 m²","Wrocław, Krzyki",4 pokoje,7 774 zł/m²,https://www.otodom.pl/oferta/gotowe-mieszkanie-krzyki-idealne-dla-rodziny-ID44MGJ.html#cccf9d9729
"41,15 m²","Wrocław, Fabryczna",2 pokoje,10 290 zł/m²,https://www.otodom.pl/oferta/grabiszynska-oddzielna-kuchnia-komunikacja-miejska-ID44KxU.html#cccf9d9729
"49,38 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,6 790 zł/m²,https://www.otodom.pl/oferta/stablowice-2-pokojowe-z-oddzielna-kuchnia-ID44MGE.html#cccf9d9729
63 m²,"Wrocław, Stare Miasto, Szczepin",3 pokoje,10 000 zł/m²,https://www.otodom.pl/oferta/przestronne-3-pokoje-blisko-centrum-okazja-ID44QWB.html#cccf9d9729
"37,90 m²","Wrocław, dolnośląskie",2 pokoje,9 499 zł/m²,https://www.otodom.pl/oferta/perelka-lux-grabiszyn-37m2-2-pokoje-rozklad-ID44QV7.html#cccf9d9729
"66,50 m²","Wrocław, Fabryczna, Stabłowice",3 pokoje,9 624 zł/m²,https://www.otodom.pl/oferta/wroclaw-fabryczna-stablowice-3-pok-66-5-m2-taras-ID44QWS.html#cccf9d9729
48 m²,"Wrocław, Fabryczna, Kozanów",4 pokoje,8 333 zł/m²,https://www.otodom.pl/oferta/wroclaw-fabryczna-kozanow-4pok-48m2-po-remoncie-ID44QWQ.html#cccf9d9729
74 m²,"Wrocław, Krzyki, Jagodno",3 pokoje,działka 400 m²,https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-74m2-440-tys-ID44QW0.html#cccf9d9729
"54,50 m²","Wrocław, Psie Pole, Różanka",3 pokoje,7 872 zł/m²,https://www.otodom.pl/oferta/3-pokoje-rozanka-po-remoncie-okazja-ID44QUP.html#cccf9d9729
"143,32 m²","Wrocław, Krzyki, Ołtaszyn",5 pokoi,5 994 zł/m²,https://www.otodom.pl/oferta/apartament-willowy-na-oltaszynie-ID44QUH.html#cccf9d9729
50 m²,"Wrocław, Krzyki, Tarnogaj",2 pokoje,9 090 zł/m²,https://www.otodom.pl/oferta/2-pokoje-huby-gaj-okolice-aquaparku-ID44QUD.html#cccf9d9729
"49,82 m²","Wrocław, Krzyki",2 pokoje,7 005 zł/m²,https://www.otodom.pl/oferta/klucz-maj-2020-gratis-m-postojowe-taras-garaz-ID44QUo.html#cccf9d9729
143 m²,"Wrocław, Fabryczna",5 pokoi,działka 300 m²,https://www.otodom.pl/oferta/super-dom-pod-lasem-ID44qBX.html#cccf9d9729
67 m²,"Wrocław, Stare Miasto, Szczepin",3 pokoje,11 179 zł/m²,https://www.otodom.pl/oferta/trzypak-w-pixel-house-ID44QSZ.html#cccf9d9729
88 m²,"Wrocław, Fabryczna",4 pokoje,6 466 zł/m²,https://www.otodom.pl/oferta/mieszkanie-z-potencjalem-inwestycyjnymgadow-maly-ID44QSu.html#cccf9d9729
74 m²,"Wrocław, Krzyki",3 pokoje,7 431 zł/m²,https://www.otodom.pl/oferta/3-pokojowe-krzyki-gotowe-do-wprowadzenia-ID44QRK.html#cccf9d9729
75 m²,"Wrocław, Krzyki, Ołtaszyn",3 pokoje,7 800 zł/m²,https://www.otodom.pl/oferta/3-pokojowe-z-duzym-tarasem-i-ogrodkiem-ID44QQR.html#cccf9d9729
"53,27 m²","Wrocław, Fabryczna, Maślice",2 pokoje,6 358 zł/m²,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-z-antresola-maslice-ID44QRC.html#cccf9d9729
"62,21 m²","Wrocław, Fabryczna, Maślice",3 pokoje,6 517 zł/m²,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-na-maslicach-ID44QRB.html#cccf9d9729
"56,90 m²","Wrocław, Fabryczna",3 pokoje,6 780 zł/m²,https://www.otodom.pl/oferta/3-pokojemiejsce-postojowe-w-cenieparkaow-ID44QRa.html#cccf9d9729
"51,50 m²","Wrocław, Krzyki, Brochów",2 pokoje,8 524 zł/m²,https://www.otodom.pl/oferta/nowe-budownictwo-zadbane-winda-duzy-balkon-ID44QQu.html#cccf9d9729
"39,96 m²","Wrocław, Fabryczna, Kozanów",2 pokoje,7 983 zł/m²,https://www.otodom.pl/oferta/mieszkanie-z-duzym-tarasem-cicho-i-spokojnie-ID44QQp.html#cccf9d9729
"53,90 m²","Wrocław, Psie Pole, Różanka",3 pokoje,7 792 zł/m²,https://www.otodom.pl/oferta/po-remoncie-3pok-rozkladowe-rozanka-ID44QQk.html#cccf9d9729
50 m²,"Wrocław, Fabryczna, Kuźniki",2 pokoje,6 980 zł/m²,https://www.otodom.pl/oferta/okolice-slupskiej-balkon-piwnica-super-lokalizacja-ID44QPV.html#cccf9d9729
"62,57 m²","Wrocław, Fabryczna, Pracze Odrzańskie",3 pokoje,6 890 zł/m²,https://www.otodom.pl/oferta/stablowicka-gotowe-2019-powrot-do-sprzedazy-ID44QPS.html#cccf9d9729
"65,67 m²","Wrocław, Krzyki",3 pokoje,7 752 zł/m²,https://www.otodom.pl/oferta/3-pokojekrzykicena-promocyjna-ID44Qxc.html#cccf9d9729
"47,85 m²","Wrocław, Fabryczna",3 pokoje,7 066 zł/m²,https://www.otodom.pl/oferta/3-pokoje-odraaow-ID44QFi.html#cccf9d9729
"54,50 m²","Wrocław, Psie Pole, Różanka",3 pokoje,7 872 zł/m²,https://www.otodom.pl/oferta/piekne-m3-z-balkonem-rozanka-ID44QOH.html#cccf9d9729
"77,54 m²","Wrocław, Śródmieście",4 pokoje,12 600 zł/m²,https://www.otodom.pl/oferta/mieszkanie-z-tarasem-na-dachu-ID44QNd.html#cccf9d9729
"48,50 m²","Wrocław, Śródmieście",3 pokoje,10 345 zł/m²,https://www.otodom.pl/oferta/prestizowe-osiedle-2-pokoje-ID44QNb.html#cccf9d9729
"67,60 m²","Wrocław, Psie Pole",3 pokoje,7 400 zł/m²,https://www.otodom.pl/oferta/3-pokoje-taras-44m2-osobna-kuchnia-ID44QNc.html#cccf9d9729
"37,10 m²","Wrocław, Psie Pole",2 pokoje,10 324 zł/m²,https://www.otodom.pl/oferta/dwa-pokoje-z-tarasem-na-najpopularniejszym-osiedlu-ID44QMD.html#cccf9d9729
"62,20 m²","Wrocław, Fabryczna, Żerniki",3 pokoje,8 400 zł/m²,https://www.otodom.pl/oferta/czwarty-wymiar-c-c-1-2-3k-ID43FNK.html#cccf9d9729
"63,60 m²","Wrocław, Fabryczna, Żerniki",3 pokoje,8 545 zł/m²,https://www.otodom.pl/oferta/czwarty-wymiar-b-b-0-3-3k-ID43FNy.html#cccf9d9729
"79,90 m²","Wrocław, Fabryczna, Żerniki",5 pokoi,8 876 zł/m²,https://www.otodom.pl/oferta/czwarty-wymiar-b-b-0-4-5a-ID43FNz.html#cccf9d9729
"63,60 m²","Wrocław, Fabryczna, Żerniki",3 pokoje,8 656 zł/m²,https://www.otodom.pl/oferta/czwarty-wymiar-b-b-2-3-3k-ID43FNE.html#cccf9d9729
"63,60 m²","Wrocław, Fabryczna, Żerniki",3 pokoje,8 986 zł/m²,https://www.otodom.pl/oferta/czwarty-wymiar-b-b-5-3-3k-ID43FNH.html#cccf9d9729
"62,70 m²","Wrocław, Fabryczna, Żerniki",3 pokoje,8 652 zł/m²,https://www.otodom.pl/oferta/czwarty-wymiar-a-a-0-4-3k-ID43FNl.html#cccf9d9729
"62,70 m²","Wrocław, Fabryczna, Żerniki",3 pokoje,8 983 zł/m²,https://www.otodom.pl/oferta/czwarty-wymiar-a-a-4-3-3k-ID43FNt.html#cccf9d9729
"34,70 m²","Wrocław, Fabryczna, Żerniki",2 pokoje,11 005 zł/m²,https://www.otodom.pl/oferta/czwarty-wymiar-a-a-4-5-2a-ID43FNu.html#cccf9d9729
"53,70 m²","Wrocław, Fabryczna, Żerniki",3 pokoje,8 582 zł/m²,https://www.otodom.pl/oferta/czwarty-wymiar-b-b-0-2-3a-ID43FNx.html#cccf9d9729
"30,70 m²","Wrocław, Krzyki",1 pokój,9 739 zł/m²,https://www.otodom.pl/oferta/hit-kawalerka-na-wojszycach-ID44KfY.html#cccf9d9729
"38,53 m²","Wrocław, Śródmieście, Centrum",2 pokoje,11 800 zł/m²,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-1-km-od-rynku-ID44QLX.html#cccf9d9729
62 m²,"Wrocław, Krzyki",3 pokoje,6 919 zł/m²,https://www.otodom.pl/oferta/rondo-powst-sl-62m2-3-pok-rozkladowe-429-000-ID44QLP.html#cccf9d9729
"40,40 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,8 250 zł/m²,https://www.otodom.pl/oferta/sloneczne-stablowice-zd1-1-0-1-2a-ID43ZHH.html#cccf9d9729
"38,20 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,8 100 zł/m²,https://www.otodom.pl/oferta/sloneczne-stablowice-zd2-1-2-5-2a-ID43ZJ1.html#cccf9d9729
"37,10 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,7 860 zł/m²,https://www.otodom.pl/oferta/sloneczne-stablowice-z22-1-0-1-2a-ID43GpI.html#cccf9d9729
135 m²,"Wrocław, Krzyki, Południe",3 pokoje,25 926 zł/m²,https://www.otodom.pl/oferta/nowa-cena-unikalny-apartament-45-pietro-skytower-ID44QLJ.html#cccf9d9729
"49,40 m²","Wrocław, Krzyki",2 pokoje,7 990 zł/m²,https://www.otodom.pl/oferta/okazja-centrum-dwa-pokoje-gotowe-do-zamieszkania-ID44QLH.html#cccf9d9729
"44,93 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,8 569 zł/m²,https://www.otodom.pl/oferta/stablowice-zielono-cicho-duzy-balkon-miejsce-posto-ID444Xl.html#d3e99f28cc
"49,97 m²","Wrocław, Krzyki, Południe",2 pokoje,12 508 zł/m²,https://www.otodom.pl/oferta/apartament-w-angel-river-centrum-ID443bN.html#d3e99f28cc
"69,80 m²","Wrocław, Stare Miasto",3 pokoje,8 510 zł/m²,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-w-pieknej-kamienicy-rynek-s-ID43v1x.html#d3e99f28cc
26 m²,"Wrocław, Śródmieście",1 pokój,8 923 zł/m²,https://www.otodom.pl/oferta/srodmiescie-kawalerka-do-wlasnej-aranzacji-ID44QLF.html#d3e99f28cc
50 m²,"Wrocław, Fabryczna, Nowy Dwór",2 pokoje,7 100 zł/m²,https://www.otodom.pl/oferta/wojrowicka-super-lokalizacja-rozkladowe-ID44OWM.html#d3e99f28cc
"56,82 m²","Wrocław, Śródmieście",3 pokoje,10 134 zł/m²,https://www.otodom.pl/oferta/nowoczesne-3-pok-centrum-idealne-pod-wynajem-ID44QLB.html#d3e99f28cc
180 m²,"Wrocław, Krzyki, Ołtaszyn",5 pokoi,działka 400 m²,https://www.otodom.pl/oferta/wolnostojacy-dom-na-oltaszynie-ID41s3v.html#d3e99f28cc
"93,20 m²","Wrocław, Śródmieście",4 pokoje,10 706 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-ba1-1-2-3-4k-ID43Fy1.html#d3e99f28cc
"40,90 m²","Wrocław, Śródmieście",1 pokój,11 172 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-bp3-1-4-1-1k-ID43FGs.html#d3e99f28cc
"38,60 m²","Wrocław, Śródmieście",1 pokój,11 172 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-bp4-1-1-11-1k-ID43FHv.html#d3e99f28cc
"38,60 m²","Wrocław, Śródmieście",1 pokój,11 172 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-bl3-7u-ID42CpE.html#d3e99f28cc
"38,60 m²","Wrocław, Stare Miasto",1 pokój,11 172 zł/m²,https://www.otodom.pl/oferta/river-point-km3-3-7-1-5k-ID43Gn0.html#d3e99f28cc
360 m²,"Wrocław, Psie Pole",6 pokoi,działka 3 352 m²,https://www.otodom.pl/oferta/na-sprzedaz-dom-wolnostojacy-ID44QL2.html#d3e99f28cc
"47,10 m²","Wrocław, Psie Pole",2 pokoje,8 323 zł/m²,https://www.otodom.pl/oferta/forma-a3-3-2-6-2k-ID43FQf.html#d3e99f28cc
"47,10 m²","Wrocław, Psie Pole",2 pokoje,8 323 zł/m²,https://www.otodom.pl/oferta/lokal-uzytkowy-a4-1-0-2u-ID41R6z.html#d3e99f28cc
190 m²,"Wrocław, Śródmieście, Zacisze",6 pokoi,działka 544 m²,https://www.otodom.pl/oferta/dom-wolnostojacy-zacisze-ID44QKY.html#d3e99f28cc
"37,10 m²","Wrocław, Psie Pole",2 pokoje,10 291 zł/m²,https://www.otodom.pl/oferta/dwa-pokoje-na-najpopularniejszym-osiedlu-we-wro-ID44QKP.html#d3e99f28cc
55 m²,"Wrocław, Krzyki, Księże Wielkie",3 pokoje,7 638 zł/m²,https://www.otodom.pl/oferta/ksiezno-p6a-p6a-1-3-9-3a-ID43GbY.html#d3e99f28cc
"49,05 m²","Wrocław, Krzyki, Księże Wielkie",2 pokoje,7 452 zł/m²,https://www.otodom.pl/oferta/ksiezno-p6b-p6b-1-3-9-2k-ID43Gc2.html#d3e99f28cc
"73,05 m²","Wrocław, Śródmieście",2 pokoje,7 515 zł/m²,https://www.otodom.pl/oferta/unikatowe-mieszkanie-przy-pl-grunwaldzkim-ID44fX4.html#d3e99f28cc
"49,30 m²","Wrocław, Krzyki, Jagodno",2 pokoje,7 410 zł/m²,https://www.otodom.pl/oferta/cztery-pory-roku-j16-3-2-1-2k-ID43G27.html#d3e99f28cc
"35,80 m²","Wrocław, Krzyki, Jagodno",2 pokoje,8 814 zł/m²,https://www.otodom.pl/oferta/cztery-pory-roku-j18-1-2-5-2a-ID43G4v.html#d3e99f28cc
"47,10 m²","Wrocław, Krzyki, Jagodno",2 pokoje,7 410 zł/m²,https://www.otodom.pl/oferta/cztery-pory-roku-j16-1-4-4-2k-ID43G0H.html#d3e99f28cc
"40,21 m²","Wrocław, Fabryczna, Popowice",2 pokoje,9 202 zł/m²,https://www.otodom.pl/oferta/port-popowice-2-pokoje-2-kawalerki-roi-9-ID44QKm.html#d3e99f28cc
"42,30 m²","Wrocław, Krzyki, Południe",2 pokoje,8 747 zł/m²,https://www.otodom.pl/oferta/kosciuszki-106-1-wroclaw-od-reki-bez-posrednikow-ID43Naj.html#d3e99f28cc
"82,30 m²","Wrocław, Śródmieście, Sępolno",4 pokoje,11 143 zł/m²,https://www.otodom.pl/oferta/olimpia-port-m18-1-2-1-4k-ID43GcG.html#d3e99f28cc
"100,30 m²","Wrocław, Śródmieście, Sępolno",5 pokoi,11 925 zł/m²,https://www.otodom.pl/oferta/olimpia-port-m21-1-4-7-5a-ID43Geb.html#d3e99f28cc
40 m²,"Wrocław, Śródmieście, Sępolno",2 pokoje,9 977 zł/m²,https://www.otodom.pl/oferta/olimpia-port-m31-3-1-8-2a-ID43Gj3.html#d3e99f28cc
"37,10 m²","Wrocław, Śródmieście, Sępolno",2 pokoje,10 291 zł/m²,https://www.otodom.pl/oferta/olimpia-port-m32-1-3-4-2a-ID43GjF.html#d3e99f28cc
"37,10 m²","Wrocław, Śródmieście, Sępolno",2 pokoje,10 291 zł/m²,https://www.otodom.pl/oferta/olimpia-port-m4-m4-1-0-1u-ID42Crx.html#d3e99f28cc
50 m²,"Wrocław, Fabryczna, Gądów Mały",2 pokoje,8 000 zł/m²,https://www.otodom.pl/oferta/dwa-pokoje-gadow-50mk2-bezposrednio-ID44Cd4.html#d3e99f28cc
"48,83 m²","Wrocław, dolnośląskie",2 pokoje,13 000 zł/m²,https://www.otodom.pl/oferta/apartament-z-basenem-ceny-od-8000-zl-m2-ID44MTH.html#d3e99f28cc
"49,20 m²","Wrocław, Śródmieście",2 pokoje,8 232 zł/m²,https://www.otodom.pl/oferta/okolice-nowowiejskiej-balkon-komorka-inwestycja-ID44QJu.html#d3e99f28cc
210 m²,"Wrocław, Śródmieście",6 pokoi,działka 600 m²,https://www.otodom.pl/oferta/biskupin-cicha-spokojna-okolica-ID44QJj.html#d3e99f28cc
40 m²,"Wrocław, Krzyki",2 pokoje,10 725 zł/m²,https://www.otodom.pl/oferta/2pokoje-wyposazenie-5min-do-centrum-40m2-bardzka-ID44QJg.html#d3e99f28cc
"47,50 m²","Wrocław, dolnośląskie",2 pokoje,6 947 zł/m²,https://www.otodom.pl/oferta/stablowice-47-50-m-2-pok-ID44QIL.html#d3e99f28cc
89 m²,"Wrocław, dolnośląskie",4 pokoje,8 820 zł/m²,https://www.otodom.pl/oferta/ok-szczytnicka-89-m-4-pok-dwupoziomowe-ID44QII.html#d3e99f28cc
"47,50 m²","Wrocław, dolnośląskie",3 pokoje,7 053 zł/m²,https://www.otodom.pl/oferta/stablowice-3-pok-53-3-m-z-2012-rozklad-ID44QIF.html#d3e99f28cc
"65,31 m²","Wrocław, Krzyki",3 pokoje,7 797 zł/m²,https://www.otodom.pl/oferta/3pokoje-krzyki-b-d-komunikacja-ID44QI9.html#d3e99f28cc
63 m²,"Wrocław, Fabryczna, Kozanów",3 pokoje,6 825 zł/m²,https://www.otodom.pl/oferta/tanio-tylko-u-nas-ul-golezycka-ID44QFN.html#d3e99f28cc
63 m²,"Wrocław, Śródmieście, Centrum",3 pokoje,6 825 zł/m²,https://www.otodom.pl/oferta/lokal-biurowy-centrum-wroclawia-wykonczony-ID43rEo.html#d3e99f28cc
"41,50 m²","Wrocław, Stare Miasto, Szczepin",2 pokoje,9 518 zł/m²,https://www.otodom.pl/oferta/okolice-zachodniej-piwnica-dobra-lokalizacja-ID44QHm.html#d3e99f28cc
"41,50 m²","Wrocław, Krzyki, Klecina",2 pokoje,9 518 zł/m²,https://www.otodom.pl/oferta/lokal-na-parterze-skarbowcow-115-339-m2-ID43gIE.html#d3e99f28cc
70 m²,"Wrocław, dolnośląskie",3 pokoje,6 914 zł/m²,https://www.otodom.pl/oferta/muchobor-wielki-wysoki-parter-z-duzym-balkonem-ID44QH1.html#d3e99f28cc
"54,50 m²","Wrocław, Psie Pole",3 pokoje,7 872 zł/m²,https://www.otodom.pl/oferta/baltycka-okolice-3-pokoje-w-rozkladzie-tramwaj-ID44QFy.html#d3e99f28cc
"54,50 m²","Wrocław, Fabryczna",3 pokoje,7 872 zł/m²,https://www.otodom.pl/oferta/5-pokoi-luksusowe-spokojna-okolica-ID44QFn.html#d3e99f28cc
"36,60 m²","Wrocław, Śródmieście",1 pokój,11 172 zł/m²,https://www.otodom.pl/oferta/kawalerka-w-centrum-miasta-bez-pcc-ID44QFt.html#d3e99f28cc
"47,60 m²","Wrocław, Śródmieście",2 pokoje,10 899 zł/m²,https://www.otodom.pl/oferta/2-pokoje-inwestycja-w-centrum-balkon-ID44QFs.html#d3e99f28cc
"102,90 m²","Wrocław, Psie Pole, Swojczyce",5 pokoi,11 471 zł/m²,https://www.otodom.pl/oferta/5-pokoi-duzy-balkon-rzeka-bez-pcc-ID44QFq.html#d3e99f28cc
"69,10 m²","Wrocław, Psie Pole, Swojczyce",3 pokoje,12 352 zł/m²,https://www.otodom.pl/oferta/3-pok-dwustronne-balkon-ostatnie-pietro-ID44QFr.html#d3e99f28cc
"63,70 m²","Wrocław, Stare Miasto, Szczepin",3 pokoje,10 989 zł/m²,https://www.otodom.pl/oferta/bezposrednio-dwupoziomowy-apartament-65m-35m-taras-ID44QEU.html#d3e99f28cc
